command	flag	empty_exit	omitted_exit	set_exit	refused_by	vs_omitted	vs_set	seconds	gave_up	message
attest pullrequest azure	--repo-id	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-id-fl trail=probe-attest-pullrequest-azure-repo-id-tr] Options "probe-azure-org-
attest pullrequest azure	--repo-provider	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-provider-fl trail=probe-attest-pullrequest-azure-repo-provider-tr] Options "prob
attest pullrequest azure	--repo-root	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-root-fl trail=probe-attest-pullrequest-azure-repo-root-tr] Options "probe-azure-
attest pullrequest azure	--repo-url	1	1	1	cli	same	differs	0.4		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repo-url-fl trail=probe-attest-pullrequest-azure-repo-url-tr] Options "probe-azure-or
attest pullrequest azure	--repository	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-repository-fl trail=probe-attest-pullrequest-azure-repository-tr] Options "probe-azur
attest pullrequest azure	--trail	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-trail-fl] flag '--trail' is required, but empty string was provided
attest pullrequest azure	--user-data	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest azure flow=probe-attest-pullrequest-azure-user-data-fl trail=probe-attest-pullrequest-azure-user-data-tr] Options "probe-azure-
attest pullrequest bitbucket	--annotate	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-annotate-fl trail=probe-attest-pullrequest-bitbucket-annotate-tr] invalid arg
attest pullrequest bitbucket	--artifact-type	1	1	1	cli	same	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-artifact-type-fl trail=probe-attest-pullrequest-bitbucket-artifact-type-tr] u
attest pullrequest bitbucket	--assert	1	1	1	cli	differs	differs	0.7		Error: flag '--assert' was given an empty value
attest pullrequest bitbucket	--attachments	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-attachments-fl trail=probe-attest-pullrequest-bitbucket-attachments-tr] inval
attest pullrequest bitbucket	--bitbucket-access-token	1	1	1	cli	differs	same	0.5		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-access-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-access
attest pullrequest bitbucket	--bitbucket-password	1	1	1	cli	differs	same	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-passwor-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-passw
attest pullrequest bitbucket	--bitbucket-username	1	1	1	cli	differs	same	1.1		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-usernam-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-usern
attest pullrequest bitbucket	--bitbucket-workspace	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-bitbucket-workspa-fl trail=probe-attest-pullrequest-bitbucket-bitbucket-works
attest pullrequest bitbucket	--commit	2	1	1	cli	differs	differs	0.7		panic: runtime error: invalid memory address or nil pointer dereference
attest pullrequest bitbucket	--description	1	1	1	cli	same	same	1.1		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-description-fl trail=probe-attest-pullrequest-bitbucket-description-tr] unexp
attest pullrequest bitbucket	--dry-run	1	1	0	cli	differs	differs	0.7		Error: flag '--dry-run' was given an empty value
attest pullrequest bitbucket	--exclude	1	1	1	cli	same	same	1.2		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-exclude-fl trail=probe-attest-pullrequest-bitbucket-exclude-tr] unexpected en
attest pullrequest bitbucket	--external-fingerprint	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-external-fingerpr-fl trail=probe-attest-pullrequest-bitbucket-external-finger
attest pullrequest bitbucket	--external-url	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-external-url-fl trail=probe-attest-pullrequest-bitbucket-external-url-tr] inv
attest pullrequest bitbucket	--fingerprint	1	1	1	cli	same	same	1.1		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-fingerprint-fl trail=probe-attest-pullrequest-bitbucket-fingerprint-tr] unexp
attest pullrequest bitbucket	--flow	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket trail=probe-attest-pullrequest-bitbucket-flow-tr] flag '--flow' is required, but empty string was provided
attest pullrequest bitbucket	--name	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-name-fl trail=probe-attest-pullrequest-bitbucket-name-tr] flag '--name' is re
attest pullrequest bitbucket	--origin-url	1	1	1	cli	same	same	1.1		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-origin-url-fl trail=probe-attest-pullrequest-bitbucket-origin-url-tr] unexpec
attest pullrequest bitbucket	--redact-commit-info	1	1	1	cli	same	differs	0.8		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-redact-commit-inf-fl trail=probe-attest-pullrequest-bitbucket-redact-commit-i
attest pullrequest bitbucket	--registry-password	1	1	1	cli	same	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-registry-password-fl trail=probe-attest-pullrequest-bitbucket-registry-passwo
attest pullrequest bitbucket	--registry-provider	1	1	1	cli	differs	same	1.2		Flag --registry-provider has been deprecated, no longer used
attest pullrequest bitbucket	--registry-username	1	1	1	cli	same	differs	1.0		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-registry-username-fl trail=probe-attest-pullrequest-bitbucket-registry-userna
attest pullrequest bitbucket	--repo-id	1	1	1	cli	same	differs	1.2		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-id-fl trail=probe-attest-pullrequest-bitbucket-repo-id-tr] unexpected en
attest pullrequest bitbucket	--repo-provider	1	1	1	cli	same	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-provider-fl trail=probe-attest-pullrequest-bitbucket-repo-provider-tr] u
attest pullrequest bitbucket	--repo-root	1	1	1	cli	same	same	1.2		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-root-fl trail=probe-attest-pullrequest-bitbucket-repo-root-tr] unexpecte
attest pullrequest bitbucket	--repo-url	1	1	1	cli	same	differs	0.9		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repo-url-fl trail=probe-attest-pullrequest-bitbucket-repo-url-tr] unexpected 
attest pullrequest bitbucket	--repository	1	1	1	cli	same	same	1.1		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-repository-fl trail=probe-attest-pullrequest-bitbucket-repository-tr] unexpec
attest pullrequest bitbucket	--trail	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-trail-fl] flag '--trail' is required, but empty string was provided
attest pullrequest bitbucket	--user-data	1	1	1	cli	same	same	1.3		Error: [kosli attest pullrequest bitbucket flow=probe-attest-pullrequest-bitbucket-user-data-fl trail=probe-attest-pullrequest-bitbucket-user-data-tr] unexpecte
attest pullrequest github	--annotate	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-annotate-fl trail=probe-attest-pullrequest-github-annotate-tr] invalid argument "" 
attest pullrequest github	--artifact-type	1	1	1	cli	same	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-artifact-type-fl trail=probe-attest-pullrequest-github-artifact-type-tr] non-200 OK
attest pullrequest github	--assert	1	1	1	cli	differs	differs	0.7		Error: flag '--assert' was given an empty value
attest pullrequest github	--attachments	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-attachments-fl trail=probe-attest-pullrequest-github-attachments-tr] invalid argume
attest pullrequest github	--commit	2	1	1	cli	differs	differs	0.6		panic: runtime error: invalid memory address or nil pointer dereference
attest pullrequest github	--description	1	1	1	cli	same	same	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-description-fl trail=probe-attest-pullrequest-github-description-tr] non-200 OK sta
attest pullrequest github	--dry-run	1	1	0	cli	differs	differs	0.7		Error: flag '--dry-run' was given an empty value
attest pullrequest github	--exclude	1	1	1	cli	same	same	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-exclude-fl trail=probe-attest-pullrequest-github-exclude-tr] non-200 OK status code
attest pullrequest github	--external-fingerprint	1	1	1	cli	differs	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-external-fingerprint-fl trail=probe-attest-pullrequest-github-external-fingerprint-
attest pullrequest github	--external-url	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-external-url-fl trail=probe-attest-pullrequest-github-external-url-tr] invalid argu
attest pullrequest github	--fingerprint	1	1	1	cli	same	same	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-fingerprint-fl trail=probe-attest-pullrequest-github-fingerprint-tr] non-200 OK sta
attest pullrequest github	--flow	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github trail=probe-attest-pullrequest-github-flow-tr] flag '--flow' is required, but empty string was provided
attest pullrequest github	--github-base-url	1	1	1	cli	same	differs	0.7		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-github-base-url-fl trail=probe-attest-pullrequest-github-github-base-url-tr] non-20
attest pullrequest github	--github-org	1	1	1	cli	same	same	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-github-org-fl trail=probe-attest-pullrequest-github-github-org-tr] non-200 OK statu
attest pullrequest github	--github-token	1	1	1	cli	differs	differs	0.6		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-github-token-fl trail=probe-attest-pullrequest-github-github-token-tr] flag '--gith
attest pullrequest github	--name	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-name-fl trail=probe-attest-pullrequest-github-name-tr] flag '--name' is required, b
attest pullrequest github	--origin-url	1	1	1	cli	same	same	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-origin-url-fl trail=probe-attest-pullrequest-github-origin-url-tr] non-200 OK statu
attest pullrequest github	--redact-commit-info	1	1	1	cli	same	differs	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-redact-commit-info-fl trail=probe-attest-pullrequest-github-redact-commit-info-tr] 
attest pullrequest github	--registry-password	1	1	1	cli	same	differs	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-registry-password-fl trail=probe-attest-pullrequest-github-registry-password-tr] no
attest pullrequest github	--registry-provider	1	1	1	cli	differs	same	1.2		Flag --registry-provider has been deprecated, no longer used
attest pullrequest github	--registry-username	1	1	1	cli	same	differs	1.0		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-registry-username-fl trail=probe-attest-pullrequest-github-registry-username-tr] no
attest pullrequest github	--repo-id	1	1	1	cli	same	differs	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-id-fl trail=probe-attest-pullrequest-github-repo-id-tr] non-200 OK status code
attest pullrequest github	--repo-provider	1	1	1	cli	same	differs	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-provider-fl trail=probe-attest-pullrequest-github-repo-provider-tr] non-200 OK
attest pullrequest github	--repo-root	1	1	1	cli	same	same	1.1		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-root-fl trail=probe-attest-pullrequest-github-repo-root-tr] non-200 OK status 
attest pullrequest github	--repo-url	1	1	1	cli	same	differs	0.8		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repo-url-fl trail=probe-attest-pullrequest-github-repo-url-tr] non-200 OK status co
attest pullrequest github	--repository	1	1	1	cli	same	same	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-repository-fl trail=probe-attest-pullrequest-github-repository-tr] non-200 OK statu
attest pullrequest github	--trail	1	1	1	cli	differs	differs	0.5		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-trail-fl] flag '--trail' is required, but empty string was provided
attest pullrequest github	--user-data	1	1	1	cli	same	same	0.9		Error: [kosli attest pullrequest github flow=probe-attest-pullrequest-github-user-data-fl trail=probe-attest-pullrequest-github-user-data-tr] non-200 OK status 
attest pullrequest gitlab	--annotate	1	1	1	cli	differs	differs	0.4		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-annotate-fl trail=probe-attest-pullrequest-gitlab-annotate-tr] invalid argument "" 
attest pullrequest gitlab	--artifact-type	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-artifact-type-fl trail=probe-attest-pullrequest-gitlab-artifact-type-tr] failed to 
attest pullrequest gitlab	--assert	1	1	1	cli	differs	differs	0.3		Error: flag '--assert' was given an empty value
attest pullrequest gitlab	--attachments	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-attachments-fl trail=probe-attest-pullrequest-gitlab-attachments-tr] invalid argume
attest pullrequest gitlab	--commit	2	1	1	cli	differs	differs	0.3		panic: runtime error: invalid memory address or nil pointer dereference
attest pullrequest gitlab	--description	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-description-fl trail=probe-attest-pullrequest-gitlab-description-tr] failed to list
attest pullrequest gitlab	--dry-run	1	1	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest pullrequest gitlab	--exclude	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-exclude-fl trail=probe-attest-pullrequest-gitlab-exclude-tr] failed to list merge r
attest pullrequest gitlab	--external-fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-external-fingerprint-fl trail=probe-attest-pullrequest-gitlab-external-fingerprint-
attest pullrequest gitlab	--external-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-external-url-fl trail=probe-attest-pullrequest-gitlab-external-url-tr] invalid argu
attest pullrequest gitlab	--fingerprint	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-fingerprint-fl trail=probe-attest-pullrequest-gitlab-fingerprint-tr] failed to list
attest pullrequest gitlab	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab trail=probe-attest-pullrequest-gitlab-flow-tr] flag '--flow' is required, but empty string was provided
attest pullrequest gitlab	--gitlab-base-url	1	1	1	cli	same	differs	1.1		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-gitlab-base-url-fl trail=probe-attest-pullrequest-gitlab-gitlab-base-url-tr] failed
attest pullrequest gitlab	--gitlab-org	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-gitlab-org-fl trail=probe-attest-pullrequest-gitlab-gitlab-org-tr] flag '--gitlab-o
attest pullrequest gitlab	--gitlab-token	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-gitlab-token-fl trail=probe-attest-pullrequest-gitlab-gitlab-token-tr] flag '--gitl
attest pullrequest gitlab	--name	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-name-fl trail=probe-attest-pullrequest-gitlab-name-tr] flag '--name' is required, b
attest pullrequest gitlab	--origin-url	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-origin-url-fl trail=probe-attest-pullrequest-gitlab-origin-url-tr] failed to list m
attest pullrequest gitlab	--redact-commit-info	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-redact-commit-info-fl trail=probe-attest-pullrequest-gitlab-redact-commit-info-tr] 
attest pullrequest gitlab	--registry-password	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-registry-password-fl trail=probe-attest-pullrequest-gitlab-registry-password-tr] fa
attest pullrequest gitlab	--registry-provider	1	1	1	cli	differs	same	0.4		Flag --registry-provider has been deprecated, no longer used
attest pullrequest gitlab	--registry-username	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-registry-username-fl trail=probe-attest-pullrequest-gitlab-registry-username-tr] fa
attest pullrequest gitlab	--repo-id	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-id-fl trail=probe-attest-pullrequest-gitlab-repo-id-tr] failed to list merge r
attest pullrequest gitlab	--repo-provider	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-provider-fl trail=probe-attest-pullrequest-gitlab-repo-provider-tr] failed to 
attest pullrequest gitlab	--repo-root	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-root-fl trail=probe-attest-pullrequest-gitlab-repo-root-tr] failed to list mer
attest pullrequest gitlab	--repo-url	1	1	1	cli	same	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repo-url-fl trail=probe-attest-pullrequest-gitlab-repo-url-tr] failed to list merge
attest pullrequest gitlab	--repository	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-repository-fl trail=probe-attest-pullrequest-gitlab-repository-tr] failed to list m
attest pullrequest gitlab	--trail	1	1	1	cli	differs	differs	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-trail-fl] flag '--trail' is required, but empty string was provided
attest pullrequest gitlab	--user-data	1	1	1	cli	same	same	0.3		Error: [kosli attest pullrequest gitlab flow=probe-attest-pullrequest-gitlab-user-data-fl trail=probe-attest-pullrequest-gitlab-user-data-tr] failed to list mer
attest snyk	--annotate	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-annotate-fl trail=probe-attest-snyk-annotate-tr] invalid argument "" for "--annotate" flag:  must be formatted 
attest snyk	--artifact-type	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-artifact-type-fl trail=probe-attest-snyk-artifact-type-tr] failed to parse Snyk sarif results file [cmd/kosli/t
attest snyk	--attachments	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-attachments-fl trail=probe-attest-snyk-attachments-tr] invalid argument "" for "--attachments" flag: empty valu
attest snyk	--commit	1	1	1	cli	same	same	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-commit-fl trail=probe-attest-snyk-commit-tr] failed to parse Snyk sarif results file [cmd/kosli/testdata/snyk_s
attest snyk	--description	1	1	1	cli	same	same	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-description-fl trail=probe-attest-snyk-description-tr] failed to parse Snyk sarif results file [cmd/kosli/testd
attest snyk	--dry-run	1	1	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest snyk	--exclude	1	1	1	cli	same	same	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-exclude-fl trail=probe-attest-snyk-exclude-tr] failed to parse Snyk sarif results file [cmd/kosli/testdata/snyk
attest snyk	--external-fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-external-fingerprint-fl trail=probe-attest-snyk-external-fingerprint-tr] invalid argument "" for "--external-fi
attest snyk	--external-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-external-url-fl trail=probe-attest-snyk-external-url-tr] invalid argument "" for "--external-url" flag:  must b
attest snyk	--fingerprint	1	1	1	cli	same	same	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-fingerprint-fl trail=probe-attest-snyk-fingerprint-tr] failed to parse Snyk sarif results file [cmd/kosli/testd
attest snyk	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk trail=probe-attest-snyk-flow-tr] flag '--flow' is required, but empty string was provided
attest snyk	--name	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-name-fl trail=probe-attest-snyk-name-tr] flag '--name' is required, but empty string was provided
attest snyk	--origin-url	1	1	1	cli	same	same	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-origin-url-fl trail=probe-attest-snyk-origin-url-tr] failed to parse Snyk sarif results file [cmd/kosli/testdat
attest snyk	--redact-commit-info	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-redact-commit-info-fl trail=probe-attest-snyk-redact-commit-info-tr] failed to parse Snyk sarif results file [c
attest snyk	--registry-password	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-registry-password-fl trail=probe-attest-snyk-registry-password-tr] failed to parse Snyk sarif results file [cmd
attest snyk	--registry-provider	1	1	1	cli	differs	same	0.4		Flag --registry-provider has been deprecated, no longer used
attest snyk	--registry-username	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-registry-username-fl trail=probe-attest-snyk-registry-username-tr] failed to parse Snyk sarif results file [cmd
attest snyk	--repo-id	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repo-id-fl trail=probe-attest-snyk-repo-id-tr] failed to parse Snyk sarif results file [cmd/kosli/testdata/snyk
attest snyk	--repo-provider	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repo-provider-fl trail=probe-attest-snyk-repo-provider-tr] failed to parse Snyk sarif results file [cmd/kosli/t
attest snyk	--repo-root	1	1	1	cli	same	same	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repo-root-fl trail=probe-attest-snyk-repo-root-tr] failed to parse Snyk sarif results file [cmd/kosli/testdata/
attest snyk	--repo-url	1	1	1	cli	same	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-repo-url-fl trail=probe-attest-snyk-repo-url-tr] failed to parse Snyk sarif results file [cmd/kosli/testdata/sn
attest snyk	--repository	1	1	1	cli	same	same	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-repository-fl trail=probe-attest-snyk-repository-tr] failed to parse Snyk sarif results file [cmd/kosli/testdat
attest snyk	--scan-results	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-scan-results-fl trail=probe-attest-snyk-scan-results-tr] flag '--scan-results' is required, but empty string wa
attest snyk	--trail	1	1	1	cli	differs	differs	0.3		Error: [kosli attest snyk flow=probe-attest-snyk-trail-fl] flag '--trail' is required, but empty string was provided
attest snyk	--upload-results	1	1	1	cli	differs	differs	0.3		Error: flag '--upload-results' was given an empty value
attest snyk	--user-data	1	1	1	cli	same	same	0.4		Error: [kosli attest snyk flow=probe-attest-snyk-user-data-fl trail=probe-attest-snyk-user-data-tr] failed to parse Snyk sarif results file [cmd/kosli/testdata/
attest sonar	--annotate	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-annotate-fl trail=probe-attest-sonar-annotate-tr] invalid argument "" for "--annotate" flag:  must be formatt
attest sonar	--artifact-type	1	1	1	cli	same	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-artifact-type-fl trail=probe-attest-sonar-artifact-type-tr] open .scannerwork/report-task.txt: no such file o
attest sonar	--attachments	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-attachments-fl trail=probe-attest-sonar-attachments-tr] invalid argument "" for "--attachments" flag: empty v
attest sonar	--commit	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-commit-fl trail=probe-attest-sonar-commit-tr] open .scannerwork/report-task.txt: no such file or directory. C
attest sonar	--description	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-description-fl trail=probe-attest-sonar-description-tr] open .scannerwork/report-task.txt: no such file or di
attest sonar	--dry-run	1	1	0	cli	differs	differs	0.3		Error: flag '--dry-run' was given an empty value
attest sonar	--exclude	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-exclude-fl trail=probe-attest-sonar-exclude-tr] open .scannerwork/report-task.txt: no such file or directory.
attest sonar	--external-fingerprint	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-external-fingerprint-fl trail=probe-attest-sonar-external-fingerprint-tr] invalid argument "" for "--external
attest sonar	--external-url	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-external-url-fl trail=probe-attest-sonar-external-url-tr] invalid argument "" for "--external-url" flag:  mus
attest sonar	--fingerprint	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-fingerprint-fl trail=probe-attest-sonar-fingerprint-tr] open .scannerwork/report-task.txt: no such file or di
attest sonar	--flow	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar trail=probe-attest-sonar-flow-tr] flag '--flow' is required, but empty string was provided
attest sonar	--max-wait	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-max-wait-fl trail=probe-attest-sonar-max-wait-tr] invalid argument "" for "--max-wait" flag: strconv.ParseInt
attest sonar	--name	1	1	1	cli	differs	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-name-fl trail=probe-attest-sonar-name-tr] flag '--name' is required, but empty string was provided
attest sonar	--origin-url	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-origin-url-fl trail=probe-attest-sonar-origin-url-tr] open .scannerwork/report-task.txt: no such file or dire
attest sonar	--pull-request	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-pull-request-fl trail=probe-attest-sonar-pull-request-tr] open .scannerwork/report-task.txt: no such file or 
attest sonar	--redact-commit-info	1	1	1	cli	same	same	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-redact-commit-info-fl trail=probe-attest-sonar-redact-commit-info-tr] open .scannerwork/report-task.txt: no s
attest sonar	--registry-password	1	1	1	cli	same	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-registry-password-fl trail=probe-attest-sonar-registry-password-tr] open .scannerwork/report-task.txt: no suc
attest sonar	--registry-provider	1	1	1	cli	differs	same	0.3		Flag --registry-provider has been deprecated, no longer used
attest sonar	--registry-username	1	1	1	cli	same	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-registry-username-fl trail=probe-attest-sonar-registry-username-tr] open .scannerwork/report-task.txt: no suc
attest sonar	--repo-id	1	1	1	cli	same	differs	0.3		Error: [kosli attest sonar flow=probe-attest-sonar-repo-id-fl trail=probe-attest-sonar-repo-id-tr] open .scannerwork/report-task.txt: no such file or directory.
